Ixx/LOA^4 @ T/Dd = 0.12,Ixx/LOA^4 @ T/Dd = 0.25,Ixx/LOA^4 @ T/Dd = 0.33,Ixx/LOA^4 @ T/Dd = 0.38,Ixx/LOA^4 @ T/Dd = 0.5,Ixx/LOA^4 @ T/Dd = 0.62,Ixx/LOA^4 @ T/Dd = 0.67,Ixx/LOA^4 @ T/Dd = 0.75,Ixx/LOA^4 @ T/Dd = 0.88,Ixx/LOA^4 @ T/Dd = 1.0
7.252685923582888e-08,5.20999449933587e-08,6.528285125793127e-08,8.94391466090535e-08,2.695139335540217e-07,8.797547752791216e-07,1.4851711064831825e-06,3.5599661667844835e-06,1.724810465306824e-05,0.00011396325196827557
2.3618440718401104e-06,3.512455651416277e-05,6.500961088693541e-05,8.291001825916092e-05,0.00013685377404739195,0.00022718796123659087,0.0002731661139009187,0.00035624037458791236,0.0005313232112078281,0.0007452850888970167
0.00012157305129336094,0.00026147769864845867,0.00032617508315129596,0.00035340228195884424,0.0003989963254037211,0.00037369112093830277,0.0003669111544298605,0.00033738875945490406,0.0002864840643865614,0.00026005980604839235
8.372157288673834e-05,0.00015733880400157788,0.00019159755922350087,0.0002088720839532129,0.00025446130806654476,0.0002938168513946535,0.0003109452575559853,0.0003388884135873842,0.0003910289930202266,0.00045051141877948284
1.2701936929883618e-05,0.00010562271815777317,0.00022287257787290894,0.0002857552216709321,0.0003946669104423739,0.00046008359747280075,0.00048636529430614564,0.0005243258024598108,0.0005355228768080517,0.0005426579073144112
2.9213766104590963e-06,5.599228025627644e-06,9.279254661545905e-06,1.299652326828286e-05,2.5876924895671394e-05,4.802435292434957e-05,6.0295491222401945e-05,8.47099649438505e-05,0.00013861208483709057,0.00020619886365178135
6.540948648543788e-05,0.000329345988508369,0.0006582400296390689,0.000896893624789363,0.0011870000290447023,0.0012406086010510865,0.0010838165601575098,0.0007860982005549756,0.0004300483926040066,0.00022015121653011743
4.4325327187795976e-08,5.890347943513783e-07,3.485058922207909e-06,1.2982037631207577e-05,0.00010135324692312008,0.0003403125797435798,0.00042592100654957854,0.0005084583984030892,0.0005881245971364605,0.0005152274868518232
1.1183719804115688e-06,3.8536474663687e-06,2.2111766927975173e-05,4.9091413060423994e-05,0.0001558854618298465,0.0002514607162309331,0.0002820848412560717,0.0003154840299891635,0.0003512200136215909,0.0003896414603683523
1.164024983500725e-05,5.4542248022837146e-05,9.974146662262761e-05,0.00012579954979081049,0.00017519356410773063,0.00020031872344495515,0.00022012372691574563,0.0002158085526391793,0.0001898845547592867,0.00012319880521470888
4.504883595463254e-05,0.00033192751112637694,0.0005142055324681913,0.0006080675012341886,0.0007476252906403892,0.0007912307456473861,0.0007908835527594597,0.0006890283262355256,0.00044442253826953797,0.0002301644836059078
4.13434960609393e-05,0.0002799085028391305,0.0005408217348847834,0.0006123700763243515,0.0006545650722786496,0.0006853060000495473,0.0006777386504836504,0.0006490612218278881,0.0006078892998031922,0.0005924314275670147
8.762285317279124e-08,5.3562642114922756e-08,4.1880987563669055e-08,5.442909582993701e-08,2.03211627917005e-07,8.17194042431422e-07,1.42418309056983e-06,3.6041290353340473e-06,1.561017533245269e-05,6.624684016308731e-05
1.6343488112538674e-07,6.942111899543541e-07,1.429267353904571e-06,2.197651522965966e-06,6.491737635686183e-06,1.830259604203001e-05,2.6239807741148914e-05,4.352644537266478e-05,8.632247514163535e-05,0.00015008077869596123
2.2169296750026487e-07,1.617677975435824e-06,9.02158468920308e-06,2.5998933084218612e-05,0.0001386010821111315,0.00041799731615921776,0.0006075773624087554,0.0008624868236484387,0.0007701708401590285,0.0006288139056872427
1.2460498506702893e-08,3.2340627561397676e-08,2.0449614087641754e-07,6.926932304434138e-07,1.6677927503895888e-05,3.1941449778024685e-05,3.746433196394541e-05,5.321561061215858e-05,6.719529575706516e-05,8.379509739206791e-05
0.00045480531656554425,0.00080311912848477,0.0011645960087638392,0.001574422360087678,0.0028083968970018967,0.0017270863168437575,0.001361295241566037,0.001060748142379307,0.0008474110160476113,0.0007212844147252913
5.353107430024578e-06,2.710816358919741e-05,3.9141160309063194e-05,4.414656988273765e-05,5.9661077327338485e-05,8.067613686246808e-05,8.898635980573954e-05,0.00010380662658970361,0.00013225804299420808,0.00016405593260115713
1.1350667038929705e-07,1.5496227453728902e-05,7.931782931186813e-05,0.00013937326346992045,0.0002484963310458796,0.00029724021887413496,0.00030094753413163083,0.00030679552923420725,0.0003393364884900697,0.00035089554529245707
1.8948069938821865e-07,6.762508608928343e-06,3.1575854869175965e-05,6.256321401173313e-05,0.0002072864986025452,0.000508686312198918,0.0006757012607893004,0.0009108471595622019,0.0012139398668049863,0.0014172445425945143
1.0872032966452992e-06,2.768145204852461e-05,7.79687094384172e-05,0.00012671440497077072,0.0001730557516694848,0.0002234760413245652,0.0002486185341893981,0.00029349166220964194,0.00038489450863474645,0.00048020243688728394
1.7866542190129133e-05,0.00010227574781285766,0.00014944167907496352,0.00017629432143137402,0.00023188703273704637,0.000288304599855456,0.00030170229874602514,0.0003128553648127471,0.00032197542319796084,0.00035800902337446253
0.0008648755633440976,0.0011809899545950817,0.0012057896608698244,0.001207817155026315,0.001103298806426207,0.0010584885205946611,0.0010327729099790831,0.00096001381538033,0.0008160671028950523,0.0006712610156390354
0.00029320547591967785,0.0006165368172986757,0.0007202949221686418,0.0007903411661560758,0.0008272270158424543,0.000778047162590779,0.0007577662796034655,0.0007259957908487718,0.0006770442852415538,0.0006358870688793767
1.2272136288463523e-06,9.21146696548582e-05,0.0003932615137048603,0.0004663143318896586,0.0007233753696344241,0.0009003533375439515,0.0009629436517397497,0.0010688796259055431,0.0012708806833580891,0.0014974817054844629
6.528506305633761e-07,4.5803948431007625e-06,1.3009617877407028e-05,2.2100789274244152e-05,6.129719637310844e-05,0.00011198096952449719,0.0001318088956112008,0.0001696454077651151,0.00021061248307083203,0.00022775800694110023
2.739977573852569e-05,0.000153096523429625,0.0003248909405178479,0.0004380907990630356,0.0005509888951289255,0.0005506122322694489,0.0004849214396160024,0.0004516424214808227,0.000400929109382736,0.00032545088169015906
1.354627362091637e-05,0.00010792370615298215,0.0001859486436072838,0.00022745639922547897,0.00032916487515003123,0.0003859156928595059,0.00040074077622189233,0.00041606733478642417,0.00043831765246128424,0.00046256256084960007
8.746247471688809e-06,2.1892833382337762e-05,3.577972965926849e-05,4.742949091750648e-05,7.747066076903149e-05,9.723252882441493e-05,0.00010106233362147969,0.00010409356152318722,8.972463657899565e-05,6.089791831755731e-05
3.3059671311135304e-06,0.0002658628363907581,0.00036556012097531594,0.0004014061002294744,0.00040903741295029024,0.00036580698180283856,0.00034794696584937505,0.0003573054573566662,0.0003152678199733995,0.00027201064850708044
1.027558838820752e-09,2.4414444413672565e-09,1.1538132731913582e-08,2.721975019420539e-08,1.5495363048797227e-07,6.544600527525741e-07,1.131372044432936e-06,2.8230063598815133e-06,9.3108833522917e-06,2.220019405244236e-05
8.18145198053865e-05,0.0006289986102104128,0.0007170954748911833,0.0007043715526229173,0.0006621323955615457,0.0005965041747482917,0.0005676892993415897,0.0005208457061657641,0.00045803412170477957,0.0003846178663056126
2.8682479221051428e-08,1.3431482714251944e-07,6.146436883857396e-07,1.5907006977331447e-06,7.65696834154407e-06,2.1844320069267042e-05,3.11291987395577e-05,5.262402868085849e-05,0.00010552367763488446,0.0001814782545586309
1.405432487971073e-07,1.468455886037969e-07,2.270440123824644e-07,3.76762513063573e-07,1.8924872265729468e-06,9.64698517526953e-06,1.5906037319280746e-05,3.121152874780282e-05,7.262825596021283e-05,0.0001310038168625349
4.9893839114547565e-05,0.0004116862732516428,0.0007824832697641793,0.0009461848630094181,0.001270422081503291,0.001406363018234029,0.0014164270533679536,0.0013826956057749846,0.001277965958167586,0.0011867080211126365
3.516346892796966e-05,0.00024485030382268746,0.00046682333541161905,0.00058593051106252,0.0008036025787826844,0.0009200137205254233,0.0009399639451747877,0.0009736506254552439,0.0009924954082759386,0.0009984394970324305
7.173617253268176e-06,3.356161033119513e-05,4.813573578301178e-05,5.6686764409475096e-05,7.717211846225385e-05,0.00010449013334084144,0.00011846106227535882,0.00016749641979960726,0.00024734668959525873,0.000445750459337715
5.2814705495964985e-09,6.502137389032414e-09,1.4549190982463177e-08,2.7726878759954948e-08,1.2438270210803118e-07,4.965874848937855e-07,8.557033196313617e-07,1.979842242238412e-06,7.169085029383891e-06,2.571174419799283e-05
1.0543946375153943e-05,8.053563498399139e-05,0.00017998775678986742,0.0002511316522763294,0.0004150719125846381,0.0006041269281991853,0.0007010121748571058,0.0008500878127584185,0.0011152811562904173,0.0014022851969738642
3.284942338589989e-08,5.032315060613629e-08,7.238266028601164e-08,1.1056780816226116e-07,4.060102572410595e-07,1.5845722272788566e-06,2.5835493128841606e-06,5.4468772860557274e-06,1.4647052139515457e-05,3.304492026599709e-05
1.0227717223086991e-06,4.6719875697117133e-07,3.482852156011216e-07,3.3935752189857384e-07,5.823249082361781e-07,1.5568735520279793e-06,2.48376092995226e-06,5.33907480980847e-06,1.9836160757827976e-05,5.779418410846172e-05
3.112721009103024e-09,2.3273857501785954e-09,8.0036726763722e-09,1.8229089272257634e-08,1.0334480656710623e-07,4.5222035169684126e-07,7.987597349754653e-07,1.9055127408969277e-06,6.5850592872145866e-06,1.6926116168445516e-05
1.3140814784393169e-08,2.5046938997031066e-08,6.480561008469474e-08,1.3182627047190575e-07,7.953085555788745e-07,3.531460889963349e-06,5.795232235281713e-06,1.052961500360322e-05,2.282118836150604e-05,4.076917770059659e-05
0.0003453358252548213,0.0012300342755394496,0.0014831224182895331,0.0015705530927375326,0.0016100780971711154,0.0015933620138367426,0.001562765366335752,0.001493612502162271,0.0013534732540396001,0.0012134263129929639
3.864877554391439e-05,8.43746979692198e-05,0.00010026008447509094,0.00011143687335740928,0.000142928871700457,0.0002079683952572148,0.0002323542394325272,0.0002661095545156088,0.0003254832476184208,0.00038646606796244966
2.474001152547854e-05,0.00014520943639117156,0.00020048128121323376,0.0002275498997650821,0.0002617216344803924,0.0002536660082042509,0.00023831332673776494,0.00020834913155370614,0.00014642473950930222,9.891949643849106e-05
1.5467339269304405e-06,2.1534781446524633e-05,5.519334552718128e-05,8.34283346133326e-05,0.00013995247786068897,0.00021016774654653684,0.0002488378042254618,0.0003109849044775627,0.00040872072222664666,0.0005050385294239972
1.5789503722043446e-06,0.00010360696729623534,0.00017659062855493303,0.0002224035651000038,0.0002545145860795017,0.0002619715117610244,0.0002586343060552079,0.00024816345479159054,0.00022674625155302564,0.00020141066889412356
2.135269558852665e-06,3.4596336696780638e-06,5.1488462000664985e-06,7.592865798618659e-06,5.401402129733449e-05,0.0001759474719909405,0.00019988495311284762,0.00023337878307247984,0.0002674681457660812,0.00028789237403106067
2.324592313184683e-06,1.0511890620461217e-05,2.101412545652476e-05,3.327613403210089e-05,7.220994882095166e-05,0.0001405021463706183,0.00017503844406036677,0.00024031745254198884,0.0003674119082118581,0.000501994137826681
3.4966838462792195e-05,0.0002148894110210828,0.0002523557326289923,0.00025318688938174064,0.0002491389011146339,0.00022981502521118253,0.00022152758089236083,0.00021184661535068736,0.0001797031239414508,0.00015369218468416453
8.811571932852725e-05,0.0012743062121840512,0.0016538281412727493,0.0017939904717337463,0.001910935680005467,0.001751562570024674,0.0016764777092182271,0.0015687569159701469,0.0014950083944001208,0.0013407514281155123
2.2891087530090226e-07,1.8710424350810678e-07,2.1775229306134264e-07,3.1877135220758657e-07,1.3266563205181647e-06,7.479043853374806e-06,1.375065821344277e-05,2.934853054018129e-05,7.324726168547304e-05,0.0001376493549527977
1.3890480069153299e-06,3.0235954559367844e-06,3.511109055658445e-06,3.8104697146282187e-06,4.575348007385112e-06,5.728725545268925e-06,6.557680192890479e-06,9.205529598989887e-06,1.7449845773603143e-05,5.2135449173201144e-05
4.8494816609464565e-05,0.0002851273453868882,0.00044739916011014673,0.0005399186081661091,0.0007381615279349641,0.0008882361035578871,0.0009307948896613354,0.0009583664758375408,0.0009156094853537747,0.0008590677953004359
0.001741546346300407,0.0023233465985936243,0.002351680748025926,0.002274903561588184,0.00202250581353155,0.0017245304300227185,0.0015953741477420643,0.001402582650518386,0.0011228879666281266,0.0009080338772686444
5.924433741661605e-06,2.3680605774498018e-05,4.55980144571161e-05,5.8014267609982064e-05,7.537077099804714e-05,8.104295152247458e-05,8.14239035801693e-05,7.918511480395068e-05,7.495903444087734e-05,7.044995639057133e-05
1.0841846552393718e-06,3.80575836602891e-06,6.57888328572872e-06,8.916296602616307e-06,1.6999676434193416e-05,2.9388738618565264e-05,3.6080553273388496e-05,4.897323193120042e-05,8.241258349543594e-05,0.00011936093528167913
0.0002620848151867301,0.0010125806984352531,0.0011862046121050213,0.001239271384966063,0.001243582292720048,0.00121619679575151,0.0012018695212842167,0.0011847043349399473,0.0011513483164380797,0.001081652666513364
7.20862160626849e-06,0.00011075152787620261,0.0002903427112833056,0.0004701030693949819,0.0009311317003382161,0.0010880981105445033,0.0011182055577207534,0.00112664645477329,0.0010235112952566828,0.0008851604998375726
2.624077213526083e-06,7.658579909159986e-06,1.4100221696076318e-05,2.0907850871293513e-05,6.458736445429321e-05,0.00022059769437690803,0.00032239602296175296,0.0004607586250522809,0.0006366669010386363,0.0007548960003451
3.028545509107453e-06,1.0519926391644592e-05,3.632905268648931e-05,6.787339379844952e-05,0.00012803773061269963,0.00020342107901757722,0.00024264319052185232,0.00031138161863594147,0.0004392594852426302,0.0005751454768828409
6.834909867614806e-07,4.453081797299789e-07,3.7771718590117675e-07,3.890964853704143e-07,7.490432570721371e-07,2.872751075663554e-06,5.124649447509891e-06,1.2887568089925642e-05,5.107513267638773e-05,0.0001250226686252928
3.93041211239379e-10,1.6143981615085123e-09,8.53032337451311e-09,2.0563958401733554e-08,1.1956972888655206e-07,5.101480787697155e-07,8.843602526228691e-07,2.0522002771094964e-06,9.066852997675782e-06,2.498719658942758e-05
7.056461333166072e-08,8.203139028422685e-06,7.038743021899723e-05,0.0001487178845931801,0.0005187573391240742,0.0007990853528001026,0.0008767893515574964,0.0009307276454233755,0.000951228826488488,0.0009658342620755915
4.352682986241528e-05,0.00036696497820323077,0.0003930219296114451,0.00040637810971786516,0.00043991150023337336,0.0004751264607506757,0.0004907736693030861,0.000520428506653537,0.0006032493193757507,0.000696614793850681
7.221014000020928e-07,9.892363525435406e-07,1.6466338836088554e-06,2.690790900924621e-06,1.4020027217522027e-05,7.794726957852138e-05,0.00013056981083780353,0.00023561112847306025,0.00032359674239460905,0.0003677676139379759
1.866817498616177e-05,0.00010286190223320631,0.00014800019492359676,0.00017297967583440656,0.00022167579586530696,0.0002858242517121288,0.0003030501409948156,0.0003243775016843936,0.0003136432673983534,0.0002929278522541029
9.827076808769435e-06,7.480403598496944e-05,0.00011921465386778706,0.0001443456366769566,0.000207083970257559,0.0002535433435799818,0.000261828891627744,0.000263672539344844,0.0002428793529906978,0.0002175729153836951
0.00016580273910572763,0.0003740415607730479,0.00045057955897040056,0.00048197501934646507,0.0005555700039649509,0.0006069359937214276,0.0006278474609664206,0.0006741265698879056,0.0007519818982648423,0.0008001363308728387
2.2182402984600008e-07,3.286789707273782e-07,7.532143998132052e-07,1.610973540234018e-06,7.127372533774476e-06,2.0113383853966972e-05,2.8437560207447426e-05,4.6695275077726486e-05,9.25455109142896e-05,0.00014898766094323176
6.527949905493756e-06,7.409673070296288e-05,0.00016001349165538223,0.0001959584688217402,0.0002642428350068392,0.0003526731936120607,0.000391006892812431,0.0004583588669107302,0.0005905839499963673,0.0007459669337852675
9.367619760159664e-07,1.0830343358778734e-05,1.9293748739041043e-05,2.3640970154456e-05,3.702158940040882e-05,5.6558591172785864e-05,6.805348606717291e-05,8.754631871639941e-05,0.00013012859065277614,0.0001884658786840807
5.407763322641338e-05,0.0002796852980586086,0.0003617340587525131,0.00039971712888996815,0.0004561285906511354,0.0004619223651098449,0.0004519584789739645,0.0004357343917919982,0.0004044278442728986,0.0003738504777125515
3.5485526327504296e-06,3.207898848284443e-05,7.512905187828287e-05,0.00011569141982652675,0.00026609242148394724,0.00041571609494131707,0.0004567648213696845,0.0005238467200614001,0.0006566058530968467,0.0007787767792569585
2.9220570639372284e-05,0.00014878869612623534,0.00019969986289806007,0.0002238131967237958,0.0002885955021993776,0.00041664501547885273,0.000469959526854113,0.0005462146958404667,0.0006868584374580077,0.0008468949609429814
4.731614078684841e-05,0.00016967699522255498,0.00021151851171837728,0.00024007897056096188,0.00031664164855741756,0.0003547581399299821,0.0003571333036767156,0.00034861987582274006,0.00032360573927464565,0.00030359964429570386
1.0377495273190604e-05,9.279680965184882e-05,0.0002192853574814161,0.0003405984602195898,0.0007444267713031962,0.00112932611762889,0.0012171920873936416,0.0012873965655063894,0.0012557800396258442,0.0011007136690863839
3.068506121112424e-08,1.4553875207603002e-08,1.8941887541672506e-08,2.9737191928631835e-08,1.3472499942029553e-07,5.612851905130042e-07,9.779798796515748e-07,2.5005362357236036e-06,8.619262379760334e-06,2.9724887796031323e-05
5.5239834324551325e-08,1.3999474931715314e-07,3.9639728531130306e-07,9.384467017600124e-07,5.940144490644652e-06,1.8483676160976607e-05,2.6508376216476532e-05,4.347132586878468e-05,8.417319155571372e-05,0.00013885734556452954
1.9595507378270083e-07,5.096487613539783e-07,7.917655292657808e-07,9.969188004621083e-07,2.381601054276769e-06,5.74955218734972e-06,8.303885379347452e-06,1.4436484808190059e-05,3.235846724050417e-05,6.794168147303677e-05
